-,-,-,-,-,-,-,-,-,-,-,-
0.43,1.16,-0.14,0.18,2.01,-13.73,1.24,13.88,1,235,153,6
0.44,1.20,-0.15,10.13,-1.59,-38.15,1.29,39.50,1,247,147,6
0.43,1.31,-0.13,4.64,-1.71,-78.19,1.38,78.34,1,261,152,4
0.38,1.72,-0.06,-13.92,-2.44,-138.43,1.76,139.15,1,288,148,6
0.40,2.40,-0.18,-36.25,-9.03,-291.81,2.44,294.19,1,308,137,4
0.56,2.57,0.22,-72.14,17.70,-423.40,2.64,429.87,1,379,71,2
0.71,1.87,-0.25,-117.07,47.12,-459.11,2.02,476.13,1,583,20,2
-0.32,1.95,0.37,-112.06,15.44,-447.08,2.01,461.17,1,704,9,1
-0.47,-0.65,-0.59,86.36,-20.26,-164.92,1.00,187.26,1,687,1,5
-0.49,0.73,-0.28,69.76,-131.04,182.25,0.92,235.06,1,729,0,3
-0.43,0.79,-0.16,95.09,-142.76,236.69,0.91,292.31,1,748,1,4
-0.16,0.62,-0.74,146.06,-106.26,225.59,0.98,288.99,1,747,0,5
-0.19,-0.54,-1.32,85.75,-73.73,230.10,1.44,256.39,1,731,1,5
0.14,0.48,-0.95,-69.52,-26.98,280.46,1.07,290.20,1,718,0,4
0.64,0.57,-0.76,-97.47,-7.87,222.35,1.15,242.91,1,698,1,4
0.54,0.78,-0.43,-143.19,-7.08,174.68,1.04,225.98,1,662,1,4
0.58,1.31,-0.01,-145.08,6.23,184.75,1.43,234.99,1,670,1,2
1.08,0.87,0.20,-100.34,62.26,150.51,1.40,191.31,1,687,1,2
1.85,1.23,0.41,-94.67,109.56,128.42,2.26,193.53,1,708,1,3
2.90,0.68,0.09,-32.96,110.23,98.51,2.98,151.46,1,724,0,3
3.68,0.07,-0.29,-16.36,30.33,43.76,3.69,55.70,1,709,1,2
3.84,-0.64,-0.32,-71.35,-84.11,-56.88,3.90,124.10,1,662,2,2
-0.33,-1.83,2.25,204.53,-49.93,120.85,2.92,242.75,1,332,40,2
0.34,3.07,-0.41,-0.12,20.20,139.28,3.12,140.74,2,216,88,3
0.40,1.70,-0.48,25.45,0.12,3.97,1.81,25.76,3,192,119,5
0.18,0.60,0.16,37.23,-12.88,-29.54,0.64,49.24,3,192,135,6
0.29,0.99,-0.14,-11.23,6.65,-7.08,1.04,14.85,3,193,143,7
0.29,0.95,-0.15,-4.70,3.05,-1.83,1.01,5.90,3,191,144,7
0.28,1.00,-0.14,-0.79,1.95,0.49,1.05,2.16,3,193,144,6
0.28,0.99,-0.13,7.75,-1.10,-1.28,1.03,7.93,3,192,145,7
0.27,0.92,-0.09,8.48,-1.53,-2.26,0.97,8.91,3,195,151,5
0.27,0.93,-0.11,5.49,0.67,-0.49,0.98,5.56,3,196,145,7
0.28,0.99,-0.12,7.45,-0.31,-1.04,1.03,7.52,2,198,151,8
0.28,0.90,-0.10,10.01,-0.92,-2.20,0.95,10.29,2,203,149,7
0.27,0.90,-0.10,8.79,-0.61,3.05,0.95,9.32,2,207,146,4
0.27,0.97,-0.09,7.14,-0.85,6.10,1.02,9.43,2,205,142,7
0.27,0.94,-0.08,5.86,-0.98,2.56,0.98,6.47,2,209,145,6
0.31,1.02,-0.08,1.53,-0.43,1.71,1.07,2.33,2,210,141,7
0.27,0.98,-0.11,8.12,-2.38,-1.40,1.02,8.58,2,213,145,7
0.27,0.95,-0.07,6.47,-3.11,-4.76,0.99,8.61,2,215,147,6
0.27,0.96,-0.06,4.27,-1.77,-5.80,1.00,7.42,2,216,148,6
0.27,0.91,-0.04,4.21,0.79,-4.09,0.95,5.92,2,221,146,7
0.28,0.99,-0.06,3.36,0.18,-4.27,1.03,5.44,2,225,148,5
0.27,0.98,-0.03,0.06,1.34,-9.40,1.01,9.50,2,226,149,7
0.29,1.09,-0.09,-8.61,6.04,-17.27,1.14,20.22,1,237,148,6
0.29,1.33,-0.08,-8.18,5.62,-38.33,1.37,39.59,1,252,142,7
0.32,1.56,-0.13,-9.16,4.09,-89.48,1.60,90.04,1,275,139,6
0.34,1.99,-0.28,-15.32,-1.16,-157.96,2.04,158.70,1,330,135,7
0.39,2.69,-0.59,17.52,-30.40,-262.76,2.78,265.09,1,399,117,4
0.33,3.40,0.20,21.06,-45.84,-456.97,3.42,459.75,1,544,54,3
0.36,2.01,-0.22,1.83,-27.16,-444.82,2.06,445.66,1,720,21,1
-0.73,0.08,-0.28,29.05,-35.28,-390.93,0.79,393.59,1,754,4,4
-0.52,-0.00,-0.84,-7.63,-93.51,-20.51,0.99,96.03,1,761,0,7
-0.78,0.65,-0.07,-67.02,-104.31,126.65,1.02,177.23,1,784,0,3
-0.80,0.68,0.14,-12.82,-44.43,139.34,1.06,146.82,1,778,0,5
-0.74,0.23,-0.14,28.56,31.19,155.03,0.79,160.69,1,771,2,8
-0.57,0.45,-0.26,-9.77,86.55,192.20,0.77,211.01,1,766,1,7
-0.31,0.86,-0.15,-27.22,103.64,226.62,0.93,250.68,1,760,1,6
0.21,0.99,-0.25,-17.64,84.84,248.29,1.04,262.98,1,746,2,4
0.35,1.56,-0.08,-80.99,78.12,187.99,1.60,219.10,1,710,1,4
0.41,1.46,-0.03,9.95,55.42,202.33,1.52,210.02,1,656,0,3
1.57,1.32,-0.39,-3.54,37.54,238.71,2.09,241.67,1,605,0,2
3.53,1.24,-0.49,-49.87,-5.37,162.84,3.78,170.39,1,530,1,2
3.57,0.28,0.11,-49.93,-38.94,13.18,3.58,64.67,1,551,0,2
3.89,-0.50,-0.05,-23.32,49.01,-80.44,3.92,97.04,1,563,3,1
0.21,-4.00,-0.37,273.44,-36.01,-25.39,4.02,276.96,1,333,77,6
0.14,3.12,-0.29,53.41,6.16,159.30,3.14,168.13,2,229,111,4
0.37,1.08,-0.18,4.09,-0.24,-4.70,1.16,6.23,2,200,134,7
0.25,0.71,-0.01,-3.97,-3.78,-43.46,0.76,43.80,2,199,143,6
0.32,0.88,-0.19,-20.02,4.27,-23.07,0.96,30.84,2,200,151,5
0.32,0.85,-0.17,-8.48,1.04,-13.12,0.92,15.66,2,199,151,6
0.32,0.91,-0.17,-0.12,0.55,-3.11,0.98,3.16,2,201,150,7
0.32,1.01,-0.18,4.88,-0.61,-2.26,1.07,5.41,2,201,155,7
0.31,0.92,-0.14,11.84,-3.60,-7.87,0.98,14.67,2,204,156,6
0.31,0.83,-0.12,11.11,-2.50,-3.48,0.90,11.91,2,209,152,7
0.33,1.07,-0.18,6.04,0.85,3.05,1.13,6.82,2,216,152,6
0.31,0.91,-0.12,10.01,-1.28,-0.85,0.97,10.13,2,218,149,6
0.32,0.85,-0.13,8.36,-0.67,-0.49,0.92,8.40,2,220,151,5
0.32,1.00,-0.13,5.68,-0.73,5.37,1.06,7.85,2,221,146,7
0.31,0.92,-0.11,7.14,-1.22,-1.22,0.98,7.35,2,224,150,5
0.33,0.95,-0.14,4.39,-0.12,-1.28,1.01,4.58,2,224,151,6
0.30,0.98,-0.11,4.15,-1.59,-6.96,1.03,8.26,2,227,151,5
0.31,0.89,-0.09,4.64,-0.49,-8.36,0.94,9.57,2,233,152,6
0.33,0.89,-0.12,4.39,-0.61,-5.98,0.96,7.45,2,233,151,5
0.34,1.00,-0.15,2.26,-0.67,-4.70,1.06,5.26,1,236,151,4
0.35,0.96,-0.13,8.85,-2.81,-11.84,1.03,15.05,1,239,152,6
0.34,1.00,-0.10,8.91,-2.32,-18.25,1.06,20.44,1,243,148,6
0.35,1.06,-0.11,7.08,-1.10,-25.45,1.13,26.44,1,259,151,7
0.40,1.19,-0.17,10.01,-4.88,-39.61,1.26,41.15,1,272,147,6
0.36,1.33,-0.07,15.08,-11.60,-68.85,1.38,71.43,1,280,142,6
0.36,1.47,-0.10,9.89,-13.00,-116.70,1.51,117.84,1,301,140,6
0.35,1.72,-0.13,4.46,-13.18,-177.55,1.76,178.10,1,338,141,5
0.38,2.22,-0.32,5.43,-25.09,-264.10,2.27,265.34,1,375,129,4
0.59,2.73,0.29,-7.08,-25.57,-376.34,2.81,377.28,1,488,57,3
0.86,1.31,-0.29,-41.75,6.04,-400.02,1.59,402.24,1,673,25,1
0.57,1.92,-0.11,-112.18,-20.32,-393.01,2.00,409.21,1,740,10,2
-0.64,-0.47,-0.61,16.30,-75.07,-122.56,1.00,144.64,1,736,2,3
-0.98,0.51,-0.22,-37.54,-107.48,125.37,1.13,169.35,1,770,0,4
-0.82,0.72,0.01,-20.87,-64.58,204.04,1.09,215.03,1,781,1,3
-0.55,0.69,-0.00,-3.48,11.11,225.52,0.88,225.83,1,773,0,4
-0.14,0.77,-0.20,-9.58,77.27,205.87,0.81,220.10,1,760,0,3
0.06,0.72,-0.22,-20.14,88.56,211.18,0.75,229.88,1,747,1,4
0.43,0.82,-0.31,-41.14,44.43,257.69,0.98,264.71,1,729,0,3
0.70,1.24,-0.07,-73.49,-19.65,262.02,1.43,272.84,1,721,0,2
0.78,1.36,0.35,-52.73,-28.81,227.23,1.60,235.04,1,719,0,2
1.71,1.16,0.33,-34.79,24.48,205.57,2.09,209.92,1,721,0,0
2.92,1.15,0.46,-38.09,42.72,119.45,3.17,132.45,1,720,0,1
2.92,0.45,0.40,18.25,-4.64,55.11,2.98,58.24,1,726,1,2
2.33,0.25,0.23,29.91,-1.22,9.58,2.35,31.43,1,732,0,2
2.06,0.19,-0.19,60.36,73.18,-87.34,2.07,128.95,1,736,1,1
0.62,1.12,-0.69,57.80,60.00,-94.91,1.45,126.29,1,651,13,3
-0.17,2.27,0.80,-39.55,-30.52,97.29,2.41,109.37,1,388,45,2
0.21,1.64,0.11,20.57,-17.15,65.25,1.66,70.53,1,262,92,3
0.22,1.75,0.15,8.30,-9.40,3.91,1.77,13.13,2,222,112,4
0.28,1.13,0.03,-21.24,6.90,-22.64,1.16,31.80,2,214,124,5
0.34,0.81,-0.08,-34.61,13.73,-31.68,0.88,48.88,2,215,137,5
0.34,0.83,-0.11,-33.14,11.66,-20.51,0.90,40.68,2,217,140,5
0.34,0.84,-0.12,-26.86,9.95,-6.10,0.92,29.28,2,221,142,6
0.38,0.92,-0.23,-10.62,5.98,7.45,1.02,14.28,2,218,144,5
0.33,1.03,-0.12,8.91,-2.26,12.08,1.09,15.18,2,214,138,7
0.31,1.00,-0.07,10.74,-1.83,4.52,1.05,11.80,2,214,145,5
0.32,0.98,-0.09,3.42,1.77,-1.34,1.03,4.08,2,218,140,4
0.34,1.04,-0.14,-2.01,1.71,-13.00,1.10,13.27,2,225,143,7
0.34,0.94,-0.12,0.00,-0.43,-18.62,1.00,18.62,1,237,141,6
0.35,0.92,-0.13,-0.12,-1.10,-21.91,0.99,21.94,1,248,143,4
0.35,0.92,-0.10,2.01,-2.75,-20.75,0.99,21.03,1,252,145,5
0.30,0.92,-0.11,3.72,-3.30,-21.30,0.97,21.87,1,255,144,6
0.37,0.87,-0.10,4.88,-2.01,-20.63,0.95,21.30,1,259,145,3
0.40,0.89,-0.14,4.64,-1.95,-19.65,0.99,20.29,1,264,143,5
0.41,0.92,-0.13,13.31,-6.77,-18.55,1.01,23.82,1,265,144,5
0.39,0.94,-0.05,15.62,-8.12,-17.64,1.02,24.92,1,259,140,5
0.38,0.94,-0.03,8.79,-2.50,-22.16,1.01,23.97,1,263,141,6
0.43,1.16,-0.08,5.13,-2.50,-31.25,1.24,31.77,1,267,147,6
0.42,1.30,-0.05,5.92,-3.17,-58.47,1.37,58.86,1,274,147,5
0.43,1.36,-0.05,-0.73,0.67,-100.83,1.43,100.83,1,306,146,4
0.52,1.74,-0.15,-7.02,1.04,-158.69,1.82,158.85,1,350,135,3
0.52,2.26,-0.23,-5.37,-10.07,-250.92,2.33,251.17,1,391,111,5
1.00,2.49,-0.23,-1.65,-16.78,-340.64,2.69,341.05,1,543,39,0
1.10,1.85,-0.68,-85.14,-14.71,-348.57,2.26,359.12,1,710,13,2
-0.29,0.29,-0.15,-47.12,-48.77,-274.90,0.44,283.14,1,725,0,9
-0.27,1.83,-0.51,12.45,-66.83,52.86,1.92,86.11,1,698,0,6
-0.63,0.20,-0.34,94.42,-78.12,86.18,0.75,149.82,1,723,0,7
-0.70,0.15,-0.30,52.80,-46.33,125.43,0.77,143.75,1,737,0,8
-0.70,0.05,-0.30,17.52,-6.65,146.48,0.76,147.68,1,748,1,7
-0.68,0.28,-0.26,-21.00,28.02,178.59,0.78,181.99,1,740,1,8
-0.41,0.59,-0.24,-37.29,54.87,207.52,0.76,217.87,1,735,0,6
0.18,0.85,-0.36,-39.37,71.78,214.97,0.94,230.03,1,719,1,7
0.44,0.95,-0.37,-57.25,40.28,219.42,1.11,230.32,1,709,0,6
0.81,1.36,-0.20,-60.42,-4.39,214.36,1.60,222.75,1,709,0,4
1.14,1.10,-0.31,-88.62,-52.37,135.44,1.61,170.12,1,719,0,4
1.72,1.26,0.27,-133.85,-40.47,104.68,2.15,174.67,1,743,2,2
2.58,1.40,0.61,-98.82,-10.31,104.25,3.00,144.01,1,747,1,3
3.12,0.40,0.26,-8.85,-31.68,84.78,3.16,90.93,1,730,1,3
2.84,0.19,0.41,-38.33,-62.32,-9.22,2.88,73.74,1,722,1,4
1.97,0.54,0.71,-61.46,-26.25,-130.43,2.16,146.56,1,737,1,3
0.11,-2.70,-0.30,376.22,33.81,117.74,2.72,395.66,1,419,19,6
0.13,1.69,-0.27,-41.69,-19.53,68.18,1.71,82.26,3,188,68,37
0.23,1.27,-0.13,58.96,-14.59,-17.82,1.30,63.30,3,181,97,37
0.27,0.73,0.01,3.42,2.26,-52.98,0.78,53.14,3,188,117,25
0.37,0.84,-0.21,-18.07,6.16,-38.70,0.94,43.15,2,197,131,22
0.35,0.79,-0.16,-2.50,0.49,-20.94,0.88,21.09,2,201,140,16
0.37,0.76,-0.18,1.83,2.56,0.12,0.87,3.15,2,198,142,18
0.36,0.95,-0.21,8.85,1.95,13.79,1.04,16.50,3,194,144,19
0.34,0.96,-0.17,14.59,-0.43,10.25,1.03,17.84,3,192,144,19
0.33,0.94,-0.15,9.64,0.61,5.68,1.01,11.21,3,189,141,20
0.34,0.95,-0.16,6.35,0.73,1.04,1.02,6.47,3,192,148,18
0.34,0.94,-0.17,3.05,0.61,-3.72,1.01,4.85,3,192,146,19
0.48,1.19,-0.36,-17.15,-1.04,-6.04,1.33,18.21,3,195,141,15
0.34,0.89,-0.16,3.42,-2.08,-10.25,0.96,11.01,2,203,146,12
0.36,0.90,-0.17,2.26,-2.32,-11.66,0.98,12.10,2,209,145,10
0.35,0.91,-0.14,0.67,-2.20,-11.47,0.99,11.70,2,219,141,8
0.37,0.95,-0.15,0.67,-1.77,-11.35,1.03,11.51,2,230,139,7
0.37,0.91,-0.15,3.78,-1.77,-11.11,0.99,11.87,2,237,142,8
0.37,0.83,-0.15,2.87,-0.98,-8.67,0.92,9.18,2,239,141,8
0.38,0.83,-0.16,4.88,-1.04,-3.72,0.93,6.23,1,242,141,9
0.38,0.91,-0.15,5.80,-1.83,-1.71,0.99,6.32,2,238,144,9
0.37,0.96,-0.14,4.21,15.08,-3.11,1.04,15.96,2,241,140,7
0.38,1.02,-0.13,7.51,0.67,-8.42,1.10,11.30,1,248,143,9
0.39,1.09,-0.11,6.41,0.43,-20.14,1.16,21.14,1,256,141,8
0.41,1.16,-0.17,-1.22,0.43,-41.93,1.24,41.95,1,277,136,8
0.42,1.52,-0.25,-11.96,-1.04,-73.49,1.60,74.46,1,295,128,6
0.54,2.01,-0.53,22.52,-18.55,-148.93,2.15,151.76,1,343,117,6
0.41,2.33,-0.48,57.13,-43.88,-256.65,2.41,266.57,1,443,86,4
0.46,2.97,-0.17,19.65,-46.20,-353.52,3.01,357.06,1,642,36,3
0.54,1.55,-0.20,34.61,-34.00,-388.24,1.66,391.26,1,772,19,2
-0.94,0.60,-0.21,89.36,-45.47,-184.20,1.14,209.72,1,782,2,10
-0.17,0.32,-0.49,80.38,-59.88,-17.33,0.61,101.72,1,793,2,9
-0.29,0.22,-0.50,64.70,-68.60,35.95,0.62,100.92,1,806,2,12
-0.51,-0.07,-0.41,21.12,-51.39,73.24,0.66,91.93,1,805,1,12
-0.45,0.18,-0.26,-18.43,-5.00,113.04,0.55,114.64,1,808,0,11
-0.25,0.27,-0.21,-39.00,37.84,142.27,0.43,152.30,1,796,1,11
0.12,0.60,-0.20,-47.06,76.35,163.70,0.65,186.66,1,792,1,10
0.62,0.67,-0.40,-39.43,88.62,164.92,1.00,191.33,1,777,0,9
0.92,0.61,-0.50,-44.74,42.48,170.23,1.21,181.06,1,765,0,7
0.75,0.82,-0.07,-68.30,-1.28,183.29,1.11,195.60,1,757,2,5
1.13,1.02,0.21,-45.72,25.27,180.60,1.53,188.00,1,756,0,3
1.83,0.59,0.16,-13.61,28.56,122.68,1.93,126.70,1,740,0,5
1.80,0.75,0.40,-30.70,39.67,98.08,1.99,110.17,1,735,1,4
2.07,0.54,0.15,3.60,59.02,72.57,2.14,93.61,1,738,1,4
2.25,0.71,0.07,6.16,73.36,2.26,2.36,73.66,1,751,0,3
2.87,-0.77,0.49,33.81,-54.38,0.79,3.01,64.04,1,701,35,11
0.05,1.39,0.04,-19.29,-31.13,128.48,1.39,133.60,1,488,57,4
0.47,1.24,-0.32,-26.67,27.28,15.81,1.36,41.30,1,404,88,5
0.49,1.37,-0.47,-79.90,33.45,-4.39,1.52,86.73,1,325,108,5
0.46,1.23,-0.27,-25.82,7.45,7.75,1.34,27.97,1,267,124,7
0.31,1.00,-0.21,-9.58,2.75,11.41,1.07,15.15,2,241,129,6
0.32,0.99,-0.25,-0.92,0.92,6.47,1.07,6.60,2,227,131,6
0.31,0.92,-0.22,3.91,0.98,5.80,0.99,7.06,2,220,134,6
0.30,0.94,-0.21,4.64,1.16,5.80,1.01,7.52,2,213,135,6
0.31,0.99,-0.22,3.23,0.92,2.08,1.06,3.95,2,214,139,5
0.30,0.99,-0.20,0.73,0.37,-4.64,1.06,4.71,2,213,140,8
0.31,0.92,-0.21,-2.26,0.49,-11.23,0.99,11.47,2,218,139,7
0.33,0.90,-0.21,-2.75,0.61,-11.72,0.98,12.05,2,223,141,7
0.33,0.88,-0.24,0.67,-0.06,-9.70,0.97,9.73,2,229,139,7
0.33,0.93,-0.21,-0.06,-0.67,-10.13,1.00,10.15,1,236,135,7
0.34,0.90,-0.22,-0.55,-0.55,-11.84,0.99,11.87,1,244,142,8
0.34,0.94,-0.22,0.31,-1.28,-12.63,1.02,12.70,1,251,141,6
0.35,0.94,-0.21,-0.31,-1.16,-16.85,1.03,16.89,1,257,137,7
0.36,0.94,-0.23,-1.77,-0.24,-20.02,1.03,20.10,1,263,143,3
0.38,0.89,-0.25,1.59,-1.28,-20.75,1.00,20.85,1,277,140,7
0.38,0.93,-0.22,6.16,-3.48,-21.73,1.03,22.85,1,276,141,6
0.38,0.88,-0.20,6.10,-3.17,-24.96,0.98,25.89,1,283,143,7
0.40,0.85,-0.20,2.56,-0.31,-22.71,0.96,22.85,1,298,143,7
0.44,0.84,-0.25,7.20,-1.95,-20.20,0.98,21.54,1,309,142,6
0.44,1.13,-0.25,9.64,-4.58,-26.12,1.24,28.22,1,319,138,6
0.45,1.29,-0.24,11.41,-9.03,-54.57,1.38,56.47,1,330,137,5
0.41,1.40,-0.15,7.63,-10.38,-99.61,1.47,100.44,1,354,134,5
0.52,1.62,-0.32,4.64,-12.02,-152.40,1.73,152.95,1,393,121,7
0.54,1.95,-0.39,23.25,-27.22,-220.15,2.06,223.05,1,456,85,4
0.65,2.28,-0.22,22.71,-32.84,-294.56,2.38,297.25,1,614,36,3
0.85,1.29,-0.67,15.38,-19.96,-330.51,1.68,331.46,1,743,17,1
0.39,0.26,-0.31,40.41,-52.61,-260.86,0.56,269.17,1,777,6,10
-0.01,0.47,-0.71,-77.03,-81.48,-45.96,0.85,121.18,1,770,0,11
-0.11,0.72,-0.27,-30.88,-135.62,91.37,0.78,166.42,1,805,1,7
0.01,0.45,-0.25,17.88,-131.35,107.85,0.51,170.89,1,816,1,7
-0.04,0.21,-0.22,2.44,-90.27,94.42,0.31,130.65,1,813,1,6
-0.01,0.20,-0.17,-31.98,-32.71,89.05,0.26,100.12,1,806,1,6
0.17,0.32,-0.14,-53.04,18.13,103.45,0.39,117.66,1,803,1,7
0.52,0.43,-0.14,-55.30,49.13,123.47,0.69,143.94,1,799,0,6
0.97,0.53,-0.11,-61.22,63.96,134.89,1.11,161.35,1,795,2,4
1.15,0.73,-0.03,-67.75,68.91,110.60,1.36,146.87,1,790,1,6
1.07,0.64,-0.04,-62.38,51.57,81.91,1.25,115.15,1,788,1,4
0.83,0.64,0.03,-62.32,28.32,79.28,1.05,104.74,1,787,0,5
0.46,0.58,0.15,-54.44,23.80,87.83,0.76,106.04,1,786,1,6
0.27,0.63,0.25,-43.09,42.42,86.49,0.73,105.53,1,787,0,7
0.25,0.57,0.25,-26.06,65.61,92.83,0.67,116.63,1,786,0,6
0.62,0.76,0.17,-9.83,85.21,104.80,0.99,135.42,1,783,0,7
1.22,0.74,-0.02,20.26,79.47,98.69,1.43,128.32,1,781,1,6
1.78,0.59,-0.13,5.80,66.10,47.24,1.88,81.45,1,781,0,4
2.26,0.46,-0.03,-0.79,43.09,-97.66,2.31,106.74,1,760,2,5
0.23,-3.99,0.30,210.57,-36.50,89.05,4.01,231.52,1,616,47,12
-0.16,3.55,0.18,38.09,-19.29,192.99,3.56,197.66,1,337,76,4
0.15,0.46,0.26,44.19,-7.08,23.25,0.55,50.43,1,256,105,6
0.30,0.87,-0.19,-15.26,10.50,-23.01,0.94,29.54,2,238,113,6
0.30,0.68,-0.17,-28.38,9.28,-41.26,0.76,50.93,2,235,124,6
0.38,0.82,-0.32,-34.85,11.72,-24.23,0.96,44.03,2,234,129,6
0.36,0.78,-0.27,-11.84,2.50,-11.78,0.90,16.89,2,231,134,7
0.35,0.78,-0.28,-0.37,2.62,9.64,0.91,10.00,2,223,131,6
0.34,0.94,-0.28,10.44,-0.98,17.27,1.04,20.20,2,216,135,6
0.32,1.00,-0.23,11.17,-0.43,12.57,1.08,16.82,2,211,137,6
0.32,0.94,-0.24,7.87,0.18,5.80,1.03,9.78,2,209,134,6
0.32,0.92,-0.23,5.43,0.67,3.66,1.00,6.59,2,210,141,5
0.32,0.95,-0.25,2.69,1.10,1.04,1.03,3.08,2,208,139,6
0.32,0.87,-0.23,3.91,0.43,-1.77,0.96,4.31,2,209,140,8
0.32,0.91,-0.24,2.38,0.55,-0.18,1.00,2.45,2,207,140,7
0.33,0.91,-0.23,3.85,-0.12,-0.67,0.99,3.91,2,210,140,6
0.32,0.89,-0.22,4.21,-0.18,-2.01,0.97,4.67,2,211,141,8
0.32,0.90,-0.22,2.75,0.37,-0.85,0.98,2.90,2,210,140,7
0.32,0.92,-0.23,2.32,0.67,0.00,1.00,2.41,2,212,141,7
0.33,0.92,-0.25,3.78,-0.06,-1.34,1.01,4.02,2,212,140,6
0.32,0.92,-0.22,2.99,-0.43,-3.91,1.00,4.94,2,215,138,7
0.33,0.92,-0.23,-0.37,0.37,-6.47,1.01,6.49,2,221,139,6
0.33,0.92,-0.23,-1.71,0.49,-9.70,1.01,9.87,2,228,137,7
0.34,0.91,-0.24,-2.32,0.43,-12.57,1.00,12.79,2,235,142,7
0.34,0.89,-0.23,-1.16,-0.18,-11.96,0.98,12.02,1,235,143,6
0.35,0.88,-0.23,0.43,-0.85,-11.84,0.98,11.88,1,240,141,7
0.35,0.89,-0.24,1.83,-0.92,-10.80,0.98,11.00,1,243,144,6
0.36,0.89,-0.23,7.20,-1.59,-7.93,0.98,10.83,1,248,142,7
0.36,0.89,-0.22,13.18,-1.53,4.94,0.99,14.16,1,256,137,7
0.37,1.01,-0.24,14.40,-3.91,-2.08,1.10,15.07,1,256,136,7
0.36,1.07,-0.19,11.66,-3.78,-14.22,1.15,18.77,1,268,133,4
0.39,0.96,-0.23,10.50,-2.20,-24.41,1.06,26.67,1,290,121,6
0.40,1.44,-0.23,12.45,-6.35,-37.72,1.51,40.23,1,329,111,6
0.46,1.47,-0.37,22.40,-13.67,-87.40,1.58,91.26,1,373,110,4
0.50,1.49,-0.44,26.79,-28.81,-140.56,1.63,145.97,1,436,89,4
0.60,1.59,-0.47,-13.43,-60.12,-218.20,1.77,226.73,1,527,55,4
0.58,1.45,-0.36,-10.62,-56.58,-256.35,1.60,262.73,1,676,22,2
0.59,1.10,-0.55,-46.33,-65.49,-244.57,1.36,257.39,1,766,13,2
0.50,0.40,-0.29,-52.67,-84.23,-220.58,0.70,241.92,1,796,7,1
-0.34,-0.07,-0.41,-49.56,-102.23,-116.94,0.54,163.05,1,802,1,3
-0.31,0.20,-0.26,-83.80,-124.27,39.00,0.45,154.87,1,808,1,3
-0.05,0.61,0.05,-105.41,-100.77,87.40,0.62,170.01,1,812,1,4
0.00,0.58,0.23,-75.62,-54.20,63.84,0.62,112.84,1,811,0,3
0.10,0.35,0.19,-64.27,-5.68,47.79,0.41,80.29,1,812,0,3
0.28,0.41,0.18,-67.87,19.04,79.83,0.52,106.50,1,803,1,4
0.55,0.46,0.22,-73.06,11.78,105.22,0.75,128.64,1,802,1,2
0.69,0.64,0.45,-78.12,11.05,114.56,1.04,139.11,1,800,0,2
0.64,0.84,0.55,-61.34,48.58,108.70,1.19,133.94,1,805,0,2
0.69,0.88,0.41,-31.68,98.69,90.09,1.20,137.33,1,810,0,2
0.88,0.84,0.18,-2.26,126.46,78.92,1.23,149.09,1,810,0,2
1.30,0.77,-0.16,20.51,113.65,71.47,1.52,135.81,1,805,0,1
1.36,0.83,-0.24,30.09,45.65,51.15,1.61,74.87,1,798,0,3
1.00,0.63,-0.26,34.42,-25.94,36.38,1.22,56.40,1,806,0,1
0.65,0.65,-0.17,15.93,-57.98,38.94,0.93,71.64,1,811,0,0
0.54,0.81,-0.12,10.68,-53.53,47.36,0.98,72.27,1,805,0,2
0.53,0.93,-0.13,20.39,-36.01,51.39,1.08,65.98,1,804,0,1
0.56,0.87,-0.15,33.26,-22.03,53.96,1.05,67.11,1,799,0,2
0.65,0.85,-0.18,26.98,-10.86,47.61,1.09,55.79,1,799,0,0
0.66,0.92,-0.14,13.49,-1.95,26.92,1.14,30.17,1,798,1,2
0.55,0.82,-0.17,11.41,-1.77,14.34,1.00,18.42,1,795,0,1
0.48,0.81,-0.17,2.87,-7.45,21.85,0.95,23.26,1,795,0,1
0.30,0.87,-0.15,-1.59,-17.52,24.72,0.93,30.34,1,790,0,1
0.04,0.92,-0.18,-2.50,-21.61,30.88,0.94,37.77,1,786,0,3
-0.05,0.81,-0.19,-30.03,7.20,10.93,0.83,32.76,1,781,0,2
0.47,1.03,0.08,19.47,59.69,-14.10,1.13,64.35,1,779,0,1
1.32,0.80,-0.24,60.67,97.72,-65.55,1.56,132.39,1,767,2,1
1.86,-0.20,-0.84,52.55,65.00,-134.83,2.05,158.64,1,707,22,3
0.79,0.19,-0.79,-85.39,45.10,50.78,1.13,109.11,1,612,57,5
0.24,1.92,-0.35,-34.42,6.96,142.94,1.97,147.20,1,418,77,5
0.31,1.11,-0.11,19.04,-2.20,54.87,1.16,58.12,1,291,103,8
0.31,1.12,-0.17,-15.14,10.50,36.93,1.18,41.27,2,233,107,8
0.27,1.08,-0.11,-24.90,11.90,24.35,1.12,36.81,2,204,113,8
0.31,0.87,-0.27,-14.16,12.82,29.91,0.97,35.49,3,194,117,11
0.27,0.93,-0.21,19.47,2.32,24.23,0.99,31.17,3,188,105,11
0.26,1.02,-0.23,25.63,6.10,43.03,1.07,50.46,3,186,120,15










































































































































