-,-,-,-,-,-,-,-,-,-,-,-
0.11,0.96,0.12,0.92,1.16,-0.24,0.97,1.50,78,449,36,107
0.11,0.96,0.12,0.67,0.73,-0.49,0.97,1.11,80,447,38,108
0.10,0.96,0.12,0.85,0.67,-0.43,0.97,1.17,78,452,37,107
0.10,0.96,0.12,0.92,0.55,-0.37,0.97,1.13,94,447,36,107
0.11,0.96,0.12,0.92,0.61,-0.55,0.97,1.23,78,449,37,107
0.11,0.96,0.12,0.85,0.49,-0.49,0.97,1.10,76,451,37,107
0.11,0.96,0.12,0.79,0.43,-0.61,0.97,1.09,78,450,38,104
0.11,0.96,0.12,0.92,0.61,-0.73,0.97,1.32,91,449,36,103
0.11,0.96,0.12,0.79,0.49,-0.79,0.97,1.22,80,455,37,106
0.11,0.96,0.12,0.85,0.61,-0.61,0.97,1.21,76,454,40,101
0.11,0.96,0.12,0.73,0.67,-0.49,0.97,1.11,88,453,37,104
0.11,0.96,0.12,0.92,0.43,-0.49,0.97,1.12,78,453,39,106
0.11,0.96,0.12,0.73,0.67,-0.31,0.97,1.04,99,452,40,106
0.11,0.96,0.12,0.79,0.55,-0.18,0.97,0.98,79,453,37,103
0.11,0.96,0.12,0.85,0.49,-0.18,0.97,1.00,89,457,38,107
0.11,0.96,0.12,0.49,0.43,-0.31,0.97,0.72,104,454,39,105
0.11,0.96,0.12,0.49,0.61,-0.18,0.97,0.80,81,455,39,107
0.11,0.96,0.12,0.61,0.37,-0.31,0.97,0.77,98,452,42,106
0.11,0.96,0.12,0.55,0.55,0.00,0.97,0.78,80,453,37,101
0.11,0.96,0.12,0.73,0.61,-0.43,0.97,1.04,103,450,35,106
0.11,0.97,0.12,0.73,0.73,-0.24,0.98,1.06,72,453,39,105
0.11,0.95,0.12,0.85,0.49,-0.12,0.97,0.99,87,451,38,103
0.11,0.96,0.12,0.67,0.61,-0.24,0.97,0.94,85,452,39,107
0.11,0.96,0.12,0.85,0.55,-0.37,0.97,1.08,73,450,39,105
0.11,0.96,0.12,0.55,0.55,-0.31,0.97,0.83,83,451,38,106
0.10,0.96,0.12,0.79,0.67,-0.12,0.97,1.05,74,451,38,105
0.11,0.96,0.12,0.55,0.55,-0.24,0.97,0.81,79,449,39,103
0.11,0.96,0.12,0.92,0.67,-0.31,0.97,1.18,73,448,38,104
0.10,0.96,0.12,0.73,0.49,-0.37,0.97,0.95,93,450,39,105
0.11,0.96,0.12,0.67,0.61,-0.18,0.97,0.93,78,449,39,106
0.11,0.96,0.12,0.85,0.61,-0.18,0.97,1.07,75,447,37,101
0.10,0.96,0.12,0.73,0.67,-0.61,0.97,1.17,74,451,36,107
0.11,0.96,0.12,0.85,0.79,-0.37,0.97,1.22,72,450,38,107
0.10,0.96,0.12,0.61,0.61,-0.67,0.97,1.09,71,451,36,107
0.10,0.96,0.12,0.79,0.73,-0.31,0.97,1.12,81,447,37,107
0.10,0.96,0.12,0.61,0.73,-0.55,0.97,1.10,75,448,37,105
0.11,0.96,0.12,1.04,0.73,-0.49,0.97,1.36,89,447,36,105
0.10,0.96,0.12,1.28,0.61,-0.43,0.97,1.48,69,448,36,105
0.11,0.96,0.12,1.16,0.67,-0.49,0.97,1.43,81,451,38,106
0.11,0.96,0.12,0.98,0.67,-0.43,0.97,1.26,76,450,37,106
0.11,0.96,0.12,0.79,0.55,-0.61,0.97,1.14,72,450,38,106
0.11,0.96,0.12,0.98,0.79,-0.55,0.97,1.37,74,449,36,106
0.11,0.96,0.12,0.73,0.43,-0.55,0.97,1.01,72,452,40,107
0.11,0.96,0.12,0.92,0.67,-0.31,0.97,1.18,98,448,37,103
0.11,0.96,0.12,0.85,0.79,-0.37,0.97,1.22,81,453,40,105
0.11,0.96,0.12,0.85,0.61,-0.43,0.97,1.13,91,453,40,103
0.11,0.96,0.12,0.85,0.49,-0.31,0.97,1.03,75,451,37,107
0.11,0.96,0.12,0.92,0.73,-0.37,0.97,1.23,73,451,39,106
0.11,0.96,0.12,0.85,0.55,-0.31,0.97,1.06,75,451,38,106
0.11,0.96,0.12,0.67,0.37,-0.61,0.97,0.98,74,452,37,106
0.11,0.96,0.12,0.85,0.67,-0.55,0.97,1.22,73,452,38,104
0.11,0.96,0.12,0.73,0.61,-0.31,0.97,1.00,76,450,38,106
0.11,0.96,0.12,0.67,0.61,-0.24,0.97,0.94,76,451,39,105
0.11,0.96,0.12,0.79,0.67,-0.37,0.97,1.10,93,450,36,106
0.11,0.96,0.12,0.61,0.55,-0.31,0.97,0.88,75,452,39,106
0.11,0.96,0.12,0.61,0.67,-0.18,0.97,0.93,76,450,40,106
0.11,0.96,0.12,0.67,0.73,-0.24,0.97,1.02,73,451,40,106
0.11,0.96,0.12,0.61,0.61,-0.31,0.97,0.92,82,450,36,104
0.10,0.96,0.12,0.61,0.55,-0.37,0.97,0.90,80,452,39,105
0.11,0.96,0.12,0.67,0.67,-0.18,0.97,0.97,89,452,38,106
0.10,0.96,0.12,0.43,0.55,-0.31,0.97,0.76,84,450,37,105
0.11,0.96,0.12,0.79,0.67,-0.24,0.97,1.07,76,447,37,102
0.11,0.96,0.12,0.79,0.61,-0.24,0.97,1.03,89,447,35,106
0.11,0.96,0.12,0.73,0.67,-0.12,0.97,1.00,88,447,36,105
0.10,0.96,0.12,0.61,0.55,-0.18,0.97,0.84,70,449,37,107
0.11,0.96,0.12,0.49,0.43,-0.18,0.97,0.67,73,444,37,108
0.11,0.96,0.12,0.67,0.61,0.06,0.97,0.91,69,447,36,107
0.11,0.96,0.12,0.31,0.55,-0.24,0.97,0.67,72,442,35,102
0.10,0.96,0.12,0.67,0.49,0.00,0.97,0.83,75,442,35,105
0.10,0.96,0.12,0.61,0.37,-0.12,0.97,0.72,63,441,33,104
0.10,0.96,0.12,0.61,0.49,-0.18,0.97,0.80,73,442,35,107
0.11,0.96,0.12,0.67,0.61,-0.18,0.97,0.93,70,442,33,107
0.10,0.96,0.12,0.79,0.49,-0.31,0.97,0.98,75,442,32,109
0.10,0.96,0.12,0.73,0.67,-0.18,0.97,1.01,68,441,35,105
0.10,0.96,0.12,0.61,0.55,-0.31,0.97,0.88,70,441,32,109
0.11,0.96,0.12,0.67,0.55,-0.06,0.97,0.87,83,439,34,110
0.11,0.96,0.12,0.55,0.49,-0.12,0.97,0.75,66,440,34,108
0.10,0.96,0.12,0.92,0.61,0.00,0.97,1.10,67,439,32,106
0.10,0.96,0.12,0.79,0.73,0.12,0.97,1.09,65,437,30,109
0.10,0.96,0.12,1.04,0.67,-0.24,0.97,1.26,66,440,33,109
0.10,0.96,0.12,0.98,0.67,-0.43,0.97,1.26,64,437,34,104
0.10,0.96,0.12,0.79,0.55,-0.24,0.97,1.00,67,442,33,110
0.10,0.96,0.12,0.98,0.61,-0.49,0.97,1.25,66,437,33,107
0.10,0.96,0.12,0.79,0.61,-0.37,0.97,1.07,82,439,33,111
0.10,0.96,0.12,0.92,0.49,-0.24,0.97,1.07,63,440,33,110
0.10,0.96,0.12,0.67,0.61,-0.37,0.97,0.98,74,435,30,107
0.10,0.96,0.12,0.92,0.61,-0.24,0.97,1.13,69,439,34,109
0.10,0.96,0.12,0.79,0.67,-0.24,0.97,1.07,74,437,34,111
0.10,0.96,0.12,0.73,0.49,-0.43,0.97,0.98,66,438,33,106
0.10,0.96,0.12,0.92,0.67,-0.12,0.97,1.14,68,439,32,111
0.10,0.96,0.12,0.92,0.67,-0.24,0.97,1.16,78,435,31,111
0.10,0.96,0.12,0.73,0.61,-0.37,0.97,1.02,63,439,33,109
0.10,0.96,0.12,0.79,0.55,-0.43,0.97,1.06,68,437,34,106
0.10,0.96,0.12,0.92,0.55,-0.31,0.97,1.11,86,437,31,106
0.10,0.96,0.12,0.73,0.43,-0.43,0.97,0.95,68,438,30,110
0.10,0.96,0.12,0.85,0.61,-0.43,0.97,1.13,69,439,32,110
0.10,0.96,0.12,0.79,0.49,-0.31,0.97,0.98,82,437,30,106
0.11,0.96,0.12,0.92,0.73,-0.49,0.97,1.27,77,438,31,110
0.10,0.96,0.12,0.67,0.49,-0.43,0.97,0.93,80,438,32,105
0.10,0.96,0.12,0.79,0.73,-0.55,0.97,1.21,68,437,34,107
0.10,0.96,0.12,1.04,0.61,-0.31,0.97,1.24,77,438,30,107
0.10,0.96,0.12,0.55,0.61,-0.24,0.97,0.86,70,437,31,110
0.10,0.96,0.12,0.79,0.31,-0.43,0.97,0.95,65,437,31,111
0.10,0.96,0.12,0.79,0.98,-0.12,0.97,1.26,68,440,32,109
0.10,0.96,0.12,0.92,0.73,-0.24,0.97,1.20,72,438,29,110
0.10,0.96,0.12,0.73,0.61,-0.31,0.97,1.00,64,437,32,106
0.10,0.96,0.12,0.85,0.79,-0.24,0.97,1.19,63,438,33,106
0.10,0.96,0.12,0.79,0.67,-0.31,0.97,1.08,70,438,32,108
0.10,0.96,0.12,0.73,0.55,-0.37,0.97,0.99,75,440,31,109
0.10,0.96,0.12,0.92,0.55,-0.18,0.97,1.08,72,438,31,108
0.10,0.96,0.12,0.55,0.61,-0.37,0.97,0.90,73,440,31,110
0.10,0.96,0.12,0.73,0.55,-0.24,0.97,0.95,63,441,32,110
0.10,0.96,0.12,0.85,0.49,-0.31,0.97,1.03,63,439,31,109
0.10,0.96,0.12,0.61,0.79,-0.12,0.97,1.01,69,438,29,111
0.10,0.96,0.12,0.61,0.67,-0.24,0.97,0.94,63,438,30,111
0.10,0.96,0.12,0.73,0.79,-0.31,0.97,1.12,70,438,32,111
0.10,0.96,0.12,0.98,0.73,-0.24,0.97,1.24,64,437,31,108
0.10,0.96,0.12,0.61,0.43,-0.55,0.97,0.93,78,438,30,111
0.10,0.96,0.12,0.73,0.61,-0.24,0.97,0.98,58,437,32,109
0.10,0.96,0.12,0.55,0.55,-0.37,0.97,0.86,72,438,32,109
0.10,0.96,0.12,0.73,0.67,-0.12,0.97,1.00,74,438,31,111
0.10,0.96,0.12,0.79,0.79,-0.18,0.97,1.14,58,440,31,109
0.10,0.96,0.12,0.79,0.67,-0.12,0.97,1.05,59,439,31,109
0.10,0.96,0.12,0.79,0.73,-0.18,0.97,1.10,63,439,33,110
0.10,0.96,0.12,0.98,0.67,-0.37,0.97,1.24,61,440,30,110
0.10,0.96,0.12,0.85,0.67,-0.18,0.97,1.10,63,438,30,110
0.10,0.96,0.12,0.79,0.61,-0.43,0.97,1.09,61,437,28,108
0.10,0.96,0.12,0.92,0.49,-0.06,0.97,1.04,58,439,32,110
0.10,0.96,0.12,0.43,0.73,-0.12,0.97,0.86,70,434,30,109
0.10,0.96,0.12,0.55,0.73,0.12,0.97,0.92,68,434,31,110
0.10,0.96,0.12,0.79,0.79,0.18,0.97,1.14,60,432,27,108
0.10,0.96,0.12,0.67,0.67,0.31,0.97,1.00,67,432,25,108
0.10,0.96,0.12,0.49,0.61,0.24,0.97,0.82,58,429,27,110
0.10,0.96,0.12,0.37,0.49,0.18,0.97,0.64,55,429,28,113
0.10,0.96,0.12,0.55,0.73,0.24,0.97,0.95,69,429,25,113
0.10,0.96,0.12,0.55,0.79,-0.18,0.97,0.98,67,429,27,111
0.10,0.96,0.12,0.67,0.73,0.00,0.97,0.99,55,427,26,110
0.10,0.96,0.12,0.67,0.67,-0.12,0.97,0.96,55,426,26,114
0.10,0.96,0.12,0.55,0.79,0.00,0.97,0.97,54,427,26,110
0.10,0.96,0.12,0.85,0.73,-0.18,0.97,1.14,64,426,24,114
0.10,0.96,0.12,0.79,0.61,-0.18,0.97,1.02,61,428,27,113
0.10,0.96,0.12,0.79,0.79,-0.18,0.97,1.14,53,425,27,110
0.10,0.96,0.12,0.73,0.73,-0.43,0.97,1.12,56,425,25,108
0.10,0.96,0.12,0.92,0.67,-0.49,0.97,1.24,58,425,27,109
0.10,0.96,0.12,0.67,0.61,-0.31,0.97,0.96,64,428,26,114
0.10,0.96,0.12,0.92,0.73,-0.31,0.97,1.21,58,428,27,113
0.10,0.96,0.12,0.73,0.73,-0.43,0.97,1.12,61,430,25,112
0.10,0.96,0.12,0.79,0.67,-0.24,0.97,1.07,52,427,28,108
0.10,0.96,0.12,0.85,0.61,-0.49,0.97,1.16,58,426,28,109
0.10,0.96,0.12,0.98,0.67,-0.43,0.97,1.26,63,431,27,114
0.10,0.96,0.12,0.73,0.49,-0.37,0.97,0.95,60,432,27,112
0.10,0.96,0.12,0.61,0.49,-0.61,0.97,0.99,54,429,27,109
0.10,0.96,0.12,0.67,0.67,-0.18,0.97,0.97,58,426,27,113
0.10,0.96,0.12,0.73,0.55,-0.43,0.97,1.01,56,431,27,112
0.10,0.96,0.12,0.73,0.67,-0.18,0.97,1.01,63,430,27,112
0.10,0.96,0.12,0.67,0.61,-0.18,0.97,0.93,56,430,26,113
0.10,0.96,0.12,0.73,0.67,-0.18,0.97,1.01,58,431,29,108
0.10,0.96,0.12,0.67,0.55,-0.37,0.97,0.94,69,429,27,113
0.10,0.96,0.12,0.85,0.79,-0.43,0.97,1.24,56,429,28,114
0.10,0.96,0.12,0.85,0.61,-0.43,0.97,1.13,65,430,30,112
0.10,0.96,0.12,0.79,0.55,-0.55,0.97,1.11,56,432,28,113
0.10,0.96,0.12,1.10,0.73,-0.24,0.97,1.34,66,430,29,113
0.10,0.96,0.12,0.73,0.67,-0.31,0.97,1.04,66,429,28,114
0.10,0.96,0.12,0.79,0.67,-0.31,0.97,1.08,63,430,28,114
0.10,0.96,0.12,0.85,0.55,-0.31,0.97,1.06,56,430,26,113
0.10,0.96,0.12,0.79,0.55,-0.49,0.97,1.08,62,429,27,113
0.10,0.96,0.12,0.98,0.67,-0.49,0.97,1.28,71,428,28,114
0.10,0.95,0.12,0.92,0.79,-0.37,0.97,1.27,66,430,28,113
0.10,0.96,0.12,0.92,1.34,-0.12,0.97,1.63,58,431,29,108
0.10,0.95,0.12,1.04,1.59,-0.06,0.97,1.90,68,430,27,109
0.10,0.96,0.12,1.10,1.34,0.18,0.97,1.74,58,434,29,113
0.10,0.96,0.12,0.73,0.12,-0.43,0.97,0.86,59,431,30,108
0.10,0.96,0.12,0.92,0.98,-0.43,0.97,1.41,58,431,29,111
0.10,0.96,0.12,0.73,0.37,-0.43,0.97,0.92,62,431,30,113
0.10,0.96,0.12,0.92,0.73,-0.37,0.97,1.23,66,432,28,109
0.10,0.96,0.12,0.98,1.28,-0.12,0.97,1.62,63,433,29,113
0.10,0.96,0.12,0.98,1.10,-0.31,0.97,1.50,60,434,29,112
0.10,0.96,0.12,1.04,0.92,-0.49,0.97,1.47,68,433,28,109
0.11,0.96,0.12,1.04,1.59,-0.49,0.97,1.96,66,431,28,109
0.10,0.96,0.12,0.61,0.98,-0.49,0.97,1.25,64,433,31,112
0.10,0.96,0.12,0.67,0.85,-0.37,0.97,1.15,59,434,30,109
0.10,0.96,0.12,0.98,0.31,-0.24,0.97,1.05,63,434,29,113
0.10,0.96,0.12,1.10,1.46,-0.06,0.97,1.83,60,432,27,110
0.10,0.96,0.12,0.92,1.04,-0.31,0.97,1.42,65,434,29,111
0.10,0.96,0.12,0.92,1.59,-0.31,0.97,1.86,64,436,32,109
0.11,0.95,0.12,0.98,0.61,-0.37,0.97,1.21,60,436,30,110
0.10,0.96,0.12,0.92,0.24,-0.37,0.97,1.02,65,436,31,111
0.11,0.96,0.12,0.92,0.98,-0.24,0.97,1.36,68,435,34,108
0.10,0.96,0.12,0.85,0.67,-0.31,0.97,1.13,75,438,33,109
0.10,0.96,0.12,0.67,0.79,-0.24,0.97,1.07,72,436,32,112
0.10,0.96,0.12,0.92,0.18,-0.24,0.97,0.97,63,439,33,110
0.10,0.95,0.12,0.61,0.55,-0.43,0.97,0.93,60,438,32,110
0.10,0.96,0.12,0.79,0.61,-0.24,0.97,1.03,61,439,33,110
0.10,0.96,0.12,0.73,0.55,-0.24,0.97,0.95,61,437,33,111
0.10,0.96,0.12,0.79,0.61,-0.37,0.97,1.07,58,438,33,107
0.10,0.96,0.12,0.73,0.61,-0.37,0.97,1.02,64,435,32,111
0.10,0.96,0.12,0.67,0.73,-0.37,0.97,1.06,66,438,29,110
0.10,0.96,0.12,0.67,0.67,-0.37,0.97,1.02,60,437,33,106
0.10,0.96,0.12,0.85,0.61,-0.43,0.97,1.13,64,437,32,105
0.10,0.96,0.12,0.79,0.98,-0.31,0.97,1.29,78,437,34,109
0.10,0.96,0.12,0.61,0.73,-0.43,0.97,1.04,60,440,35,106
0.10,0.96,0.12,0.73,1.04,-0.31,0.97,1.31,63,442,33,109
0.10,0.96,0.12,0.98,0.61,-0.24,0.97,1.18,72,440,34,110
0.10,0.96,0.12,0.92,0.92,-0.37,0.97,1.35,58,440,34,110
0.10,0.96,0.12,0.85,0.73,-0.24,0.97,1.15,77,441,33,109
0.10,0.96,0.12,0.55,0.79,-0.18,0.97,0.98,61,441,33,108
0.10,0.96,0.12,0.67,0.55,-0.31,0.97,0.92,72,439,34,105
0.10,0.96,0.12,0.55,0.73,-0.24,0.97,0.95,70,441,35,110
0.10,0.96,0.12,0.67,0.85,-0.12,0.97,1.09,69,439,31,109
0.10,0.96,0.12,0.73,0.67,-0.06,0.97,1.00,70,440,34,107
0.10,0.96,0.12,0.73,0.92,-0.12,0.97,1.18,76,437,33,110
0.10,0.96,0.12,0.85,0.79,-0.24,0.97,1.19,63,435,33,111
0.10,0.95,0.12,0.79,0.73,-0.31,0.97,1.12,67,441,33,110
0.10,0.96,0.12,0.73,0.55,-0.24,0.97,0.95,59,439,36,107
0.10,0.96,0.12,0.73,0.49,-0.24,0.97,0.91,65,437,33,106
0.10,0.96,0.12,0.67,0.67,-0.12,0.97,0.96,72,441,34,107
0.10,0.96,0.12,0.61,0.49,-0.12,0.97,0.79,70,439,31,110
0.10,0.96,0.12,0.67,0.73,-0.18,0.97,1.01,65,441,34,108
0.10,0.96,0.12,0.55,0.79,-0.24,0.97,1.00,61,438,34,111
0.10,0.96,0.12,0.67,0.67,-0.31,0.97,1.00,65,436,32,108
0.10,0.96,0.12,0.85,0.79,-0.18,0.97,1.18,72,440,33,110
0.10,0.96,0.12,0.79,0.61,-0.43,0.97,1.09,65,442,33,109
0.10,0.96,0.12,0.92,0.73,-0.37,0.97,1.23,64,440,35,110
0.10,0.96,0.12,0.73,0.79,-0.55,0.97,1.21,67,441,33,107
0.10,0.96,0.12,0.98,0.67,-0.61,0.97,1.33,67,439,34,110
0.10,0.96,0.12,0.79,0.55,-0.49,0.97,1.08,77,441,35,110
0.10,0.96,0.12,0.61,0.61,-0.49,0.97,0.99,68,438,34,108
0.10,0.96,0.12,0.61,0.61,-0.49,0.97,0.99,74,441,35,108
0.10,0.96,0.12,0.79,0.79,-0.24,0.97,1.15,82,441,35,110
0.10,0.96,0.12,0.73,0.73,-0.06,0.97,1.04,67,440,34,110
0.10,0.96,0.12,0.37,0.43,-0.37,0.97,0.67,82,439,35,112
0.10,0.96,0.12,0.49,0.55,-0.18,0.97,0.76,72,442,34,112
0.10,0.96,0.12,0.43,0.43,-0.37,0.97,0.71,72,437,33,112
0.10,0.96,0.12,0.61,0.67,-0.31,0.97,0.96,74,439,35,111
0.10,0.96,0.12,0.55,0.61,0.00,0.97,0.82,69,438,34,110
0.10,0.96,0.12,0.55,0.55,-0.24,0.97,0.81,63,439,33,111
0.10,0.96,0.12,0.55,0.79,-0.43,0.97,1.06,67,440,35,110
0.10,0.96,0.12,0.49,0.73,-0.37,0.97,0.95,74,440,36,110
0.10,0.96,0.12,0.55,0.67,-0.18,0.97,0.89,70,439,36,113
0.10,0.96,0.12,0.67,0.61,-0.37,0.97,0.98,66,438,36,113
0.10,0.96,0.12,0.73,0.73,0.00,0.97,1.04,75,439,35,113
0.10,0.96,0.12,0.61,0.73,-0.31,0.97,1.00,65,440,35,111
0.10,0.96,0.12,0.85,0.67,-0.18,0.97,1.10,88,439,35,114
0.10,0.96,0.12,0.73,0.98,0.06,0.97,1.22,68,438,34,109
0.10,0.96,0.12,0.67,0.92,0.00,0.97,1.14,66,439,35,114
0.10,0.96,0.12,0.79,0.79,-0.31,0.97,1.16,82,438,37,111
0.10,0.96,0.12,0.67,0.79,-0.49,0.97,1.15,72,436,37,109
0.10,0.96,0.12,0.85,0.37,-0.43,0.97,1.02,81,436,33,111
0.10,0.96,0.12,0.55,0.43,-0.37,0.97,0.79,82,438,36,113
0.10,0.96,0.12,0.55,0.43,-0.31,0.97,0.76,81,437,36,110
0.10,0.96,0.12,0.55,0.67,-0.31,0.97,0.92,84,437,35,111
0.10,0.96,0.12,0.92,0.85,-0.37,0.97,1.30,72,443,36,113
0.10,0.96,0.12,0.98,0.37,-0.73,0.97,1.27,73,440,36,109
0.10,0.96,0.12,0.98,0.73,-0.55,0.97,1.34,96,439,36,115
0.10,0.96,0.11,0.67,0.67,-0.55,0.97,1.10,73,443,36,112
0.10,0.96,0.12,0.79,0.61,-0.61,0.98,1.17,97,443,37,113
0.10,0.96,0.12,0.67,0.73,-0.49,0.97,1.11,90,445,37,112
0.10,0.96,0.12,0.49,0.79,-0.37,0.97,1.00,81,445,37,113
0.10,0.96,0.12,0.55,0.67,-0.12,0.97,0.88,76,443,37,107
0.10,0.96,0.12,0.67,0.61,-0.37,0.97,0.98,101,442,36,114
0.10,0.96,0.12,0.92,0.61,-0.12,0.97,1.11,90,441,35,109
0.10,0.96,0.12,0.85,0.67,-0.06,0.97,1.09,86,443,36,113
0.10,0.96,0.12,1.28,0.73,-0.12,0.97,1.48,74,441,34,111
0.10,0.96,0.12,1.04,1.04,-0.12,0.97,1.47,90,440,34,111
0.10,0.96,0.12,0.61,0.49,-0.12,0.97,0.79,72,442,37,113
0.10,0.96,0.12,0.79,0.85,0.06,0.97,1.17,68,439,35,115
0.10,0.96,0.12,0.73,0.49,0.00,0.97,0.88,82,440,35,114
0.10,0.96,0.12,0.92,0.67,0.00,0.97,1.14,79,439,35,114
0.10,0.96,0.12,0.92,0.73,0.00,0.97,1.17,70,438,36,113
0.10,0.96,0.12,0.79,0.61,-0.06,0.97,1.00,77,436,36,112
0.10,0.96,0.12,0.92,0.85,-0.18,0.97,1.27,72,437,35,113
0.10,0.96,0.12,1.04,0.61,-0.12,0.97,1.21,87,437,36,115
0.10,0.95,0.12,1.28,0.73,-0.18,0.97,1.49,75,436,32,111
0.10,0.96,0.12,0.98,0.43,-0.43,0.97,1.15,72,436,36,112
0.10,0.96,0.12,0.92,0.61,-0.06,0.97,1.10,72,435,32,113
0.10,0.96,0.12,0.79,0.55,-0.43,0.97,1.06,74,435,36,110
0.10,0.96,0.11,0.79,0.61,-0.18,0.97,1.02,64,435,35,110
0.10,0.96,0.12,0.98,0.79,-0.37,0.97,1.31,72,434,34,110
0.10,0.96,0.12,0.73,0.73,-0.24,0.97,1.06,86,435,33,116
0.10,0.96,0.12,0.79,0.79,-0.24,0.97,1.15,81,435,35,113
0.10,0.96,0.12,0.92,0.73,-0.37,0.97,1.23,84,434,33,115
0.10,0.96,0.12,0.73,0.79,-0.55,0.97,1.21,77,437,36,112
0.10,0.96,0.12,0.61,0.37,-0.55,0.97,0.90,71,436,34,109
0.10,0.96,0.12,0.92,0.79,-0.79,0.97,1.45,69,437,35,114
0.10,0.96,0.12,0.61,0.67,-0.85,0.97,1.25,87,438,35,111
0.10,0.96,0.12,0.98,0.49,-0.37,0.97,1.15,72,439,36,108
0.10,0.96,0.12,0.92,0.79,-0.37,0.97,1.27,68,437,37,110
0.10,0.96,0.12,1.34,0.61,-0.37,0.97,1.52,79,441,36,108
0.10,0.96,0.12,1.22,0.55,-0.55,0.97,1.45,88,443,37,110
0.10,0.96,0.12,1.34,0.67,-0.79,0.97,1.70,70,440,37,110
0.10,0.96,0.12,1.59,0.55,-0.79,0.97,1.86,81,443,37,111
0.10,0.96,0.12,1.16,0.61,-0.79,0.97,1.53,70,443,35,106
0.10,0.96,0.12,1.34,0.67,-0.49,0.97,1.58,89,443,37,106
0.10,0.96,0.12,0.79,0.55,-0.61,0.97,1.14,75,443,38,111
0.10,0.96,0.12,0.73,0.73,-0.49,0.97,1.15,97,443,37,110
0.10,0.96,0.12,0.79,0.73,-0.55,0.97,1.21,79,445,38,109
0.10,0.96,0.12,0.73,0.67,-0.43,0.97,1.08,86,446,37,110
0.10,0.95,0.12,0.79,0.73,-0.55,0.97,1.21,82,446,38,108
0.10,0.96,0.12,0.73,0.61,-0.73,0.97,1.20,93,446,37,106
0.10,0.96,0.12,1.22,0.73,-0.67,0.97,1.57,93,450,38,109
0.10,0.96,0.12,1.04,0.37,-0.73,0.97,1.32,82,450,40,108
0.10,0.95,0.12,0.92,0.61,-0.37,0.97,1.16,86,446,37,110
0.10,0.96,0.12,0.49,0.61,-0.18,0.97,0.80,71,446,41,104
0.10,0.96,0.12,0.49,0.55,-0.06,0.97,0.74,83,447,39,111
0.10,0.96,0.12,0.43,0.67,0.06,0.97,0.80,73,447,39,105
0.10,0.96,0.12,0.43,0.55,0.12,0.97,0.71,80,447,38,104
0.10,0.96,0.12,0.61,0.61,0.00,0.97,0.86,80,448,38,110
0.10,0.96,0.12,0.37,0.49,-0.12,0.97,0.62,87,445,37,108
0.10,0.96,0.12,0.55,0.55,0.00,0.97,0.78,78,445,38,109
0.10,0.96,0.12,0.49,0.61,-0.06,0.97,0.78,73,444,37,113
0.10,0.96,0.12,0.85,0.61,-0.24,0.97,1.08,79,442,38,112
0.10,0.96,0.12,0.49,0.67,0.12,0.97,0.84,86,441,37,111
0.10,0.96,0.12,0.55,0.67,-0.06,0.97,0.87,85,438,35,114
0.10,0.96,0.12,0.61,0.85,-0.12,0.97,1.06,72,441,37,112
0.10,0.96,0.12,0.67,0.55,-0.24,0.97,0.90,89,440,36,109
0.10,0.96,0.12,0.79,0.55,-0.43,0.97,1.06,73,440,37,108
0.10,0.96,0.12,0.61,0.37,-0.24,0.97,0.75,88,442,37,115
0.10,0.96,0.12,1.04,0.55,-0.31,0.97,1.21,70,439,37,114
0.10,0.96,0.12,0.67,0.61,-0.37,0.97,0.98,70,438,37,111
0.10,0.96,0.12,0.92,0.37,-0.37,0.97,1.05,73,440,35,113
0.10,0.96,0.12,1.04,0.61,-0.31,0.97,1.24,73,436,38,111
0.10,0.96,0.12,0.92,0.79,-0.31,0.97,1.25,87,439,37,107
0.10,0.96,0.12,0.85,0.67,-0.18,0.97,1.10,70,443,37,113
0.10,0.96,0.12,0.79,0.61,-0.43,0.97,1.09,91,440,34,109
0.10,0.96,0.12,1.04,0.61,-0.49,0.97,1.30,85,440,37,113
0.10,0.96,0.12,0.73,0.43,-0.49,0.97,0.98,72,438,34,111
0.10,0.96,0.12,0.79,0.61,-0.37,0.97,1.07,81,440,37,113
0.10,0.96,0.12,0.55,0.37,-0.24,0.97,0.70,68,440,37,110
0.10,0.96,0.12,0.85,0.67,-0.31,0.97,1.13,75,441,37,111
0.10,0.96,0.12,0.85,0.61,-0.24,0.97,1.08,88,439,37,113
0.10,0.96,0.12,0.92,0.61,-0.31,0.97,1.14,88,442,37,114
0.10,0.96,0.12,1.22,0.67,-0.37,0.97,1.44,79,439,36,116
0.10,0.96,0.12,0.67,0.73,-0.43,0.97,1.08,70,440,38,110
0.10,0.96,0.12,0.79,0.55,-0.37,0.97,1.03,94,441,36,107
0.10,0.96,0.12,0.73,0.55,-0.55,0.97,1.07,92,441,37,111
0.10,0.96,0.12,0.98,0.55,-0.37,0.97,1.18,75,442,38,111
0.10,0.96,0.12,0.79,0.67,-0.43,0.97,1.12,75,443,38,111
0.10,0.96,0.12,0.73,0.61,-0.24,0.97,0.98,78,444,37,109
0.10,0.96,0.12,0.79,0.61,-0.31,0.97,1.05,70,442,39,110
0.10,0.96,0.12,0.98,0.67,-0.12,0.97,1.19,85,444,36,113
0.10,0.96,0.12,0.98,0.79,-0.31,0.97,1.29,76,446,38,111
